Job title,Company name,Location,posted,Experience,Career Level,Education Level,Salary,Job Categories,Skills and Tools,Job link,Company Link
R&D Formulation Supervisor,Al Andalous Pharmaceutical Industries,"6th of October, Giza, Egypt ",Posted 10 days ago,5 to 7 years,Manager ,Bachelor's Degree,Confidential,R&D/Science | Manufacturing/Production | Pharmaceutical,Formulation | Pharmaceutical | Development | Pharmacy | Research | Science | R&D | Manufacturing,https://wuzzuf.net/jobs/p/XC0KOpcdsPxf-RD-Formulation-Supervisor-Al-Andalous-Pharmaceutical-Industries-Giza-Egypt?o=94&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Al-Andalous-Pharmaceutical-Industries-Egypt-56369
Devops Engineer,Perfect Presentation,"6th of October, Giza, Egypt ",Posted 5 days ago,More than 4 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,DevOps | Information Technology (IT) | Engineering | Computer Science | Software Development | Docker | CI/CD | Kubernetes | Git | Azure,https://wuzzuf.net/jobs/p/c9BsJQwPlILN-Devops-Engineer-Perfect-Presentation-Giza-Egypt?o=95&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/PERFECT-PRESENTAION-Egypt-10124
Senior Android Developer,Confidential Company,"Downtown, Cairo, Egypt ",Posted 5 days ago,More than 4 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Android | Computer Science | Information Technology (IT) | Software Development | Software Engineering | Java | Engineering | Git | Software | RESTful | UI | Flutter,https://wuzzuf.net/jobs/p/nIIW6KJEGsDT-Senior-Android-Developer-Cairo-Egypt?o=96&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Confidential Company
Backend Developer,RAQAMYAT,"Maadi, Cairo, Egypt ",Posted 11 days ago,More than 4 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Information Technology (IT) | HTML5 | PHP | Laravel | Software Engineering | JavaScript | jQuery | MVC | Angular | Computer Science | Software Development | Engineering | Backend,https://wuzzuf.net/jobs/p/B8CuJ42PZPrR-Backend-Developer-RAQAMYAT-Cairo-Egypt?o=97&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Raqmyat-17357
IOS Developer,Squadio,"Alexandria, Egypt ",Posted 4 days ago,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,iOS | Swift | Mobile Development | Objective-C | Computer Science | Development | Information Technology (IT) | Git | Mobile | objective c | REST | Software | Software Development,https://wuzzuf.net/jobs/p/jshhS6DfYJqc-IOS-Developer-Squadio-Alexandria-Egypt?o=98&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Ibtikar-Egypt-8093
Android Developer,Squadio,"Rehab City, Cairo, Egypt ",Posted 4 days ago,3 to 6 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,Android | Kotlin | Java | Git | Mobile Development | Computer Science | Development | Information Technology (IT) | REST | Software | Software Development | Mobile,https://wuzzuf.net/jobs/p/2ujkAOdUsJDy-Android-Developer-Squadio-Cairo-Egypt?o=99&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Ibtikar-Egypt-8093
Software Development & Support Team Leader - Commercialization,Dafater,"Nasr City, Cairo, Egypt ",Posted 15 days ago,More than 3 years,Manager ,Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Communication | APIs | Computer Science | Leadership | REST | Software Development | .Net,https://wuzzuf.net/jobs/p/A8vARfdlGcU4-Software-Development-Support-Team-Leader---Commercialization-Dafater-Cairo-Egypt?o=100&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/BusinessClouds-Saudi-Arabia-27770
Senior Software Business Analyst,Softec Technologies,"Maadi, Cairo, Egypt ",Posted 17 days ago,More than 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Analyst/Research,Business Analysis | System Analysis | Technical Analysis | Analysis | Information Technology (IT) | Computer Science | Project Management | Communication Skills | Technical Writing | Software Development | Communication | IT,https://wuzzuf.net/jobs/p/Jn0hHELYsTGk-Senior-Software-Business-Analyst-Softec-Technologies-Cairo-Egypt?o=101&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Softec-international-Egypt-8897
System Administrator (Retail) - (ERP system),Confidential Company,"6th of October, Giza, Egypt ",Posted 8 days ago,2 to 15 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,Computer Science | Information Technology (IT) | Engineering | Communication | Network | Security | Networks | System Administration | MCSA | LAN | System administrator | WAN | DOM | Domain Name System | Domain Management,https://wuzzuf.net/jobs/p/1HEDjy14hto2-System-Administrator-Retail---ERP-system-Giza-Egypt?o=102&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Confidential Company
Sr. Microsoft Dynamics AX/365 Consultant (HR & Payroll),Confidential Company,"Riyadh, Saudi Arabia ",Posted 1 day ago,More than 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Human Resources | IT/Software Development | Engineering - Telecom/Technology,Information Technology (IT) | Dynamics AX | ERP | Microsoft Dynamics AX | Microsoft | Computer Science | Dynamics | Microsoft Dynamics | Payroll | Testing,https://wuzzuf.net/jobs/p/9AgOPk6lxPO1-Sr-Microsoft-Dynamics-AX365-Consultant-HR-Payroll-Riyadh-Saudi-Arabia?o=103&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Confidential Company
.NET Developer,Interactive Limited/Carma Group,"Dubai, United Arab Emirates ",Posted 9 days ago,4 to 10 years,Experienced (Non-Manager),Bachelor's Degree,2750 to 3500 USD Per Month,IT/Software Development | Engineering - Telecom/Technology,.Net | Information Technology (IT) | Computer Science | Telecom Engineering | Software Development,https://wuzzuf.net/jobs/p/iWu8belSgFIz-NET-Developer-Interactive-LimitedCarma-Group-Dubai-United-Arab-Emirates?o=104&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Interactive-Limited-United-Arab-Emirates-82959
Senior Back End Engineer [ Node ] High Growth Startup - Remote,Deal,"Cairo, Egypt ",Posted 18 days ago,More than 2 years,Experienced (Non-Manager),Bachelor's Degree,"Confidential, Monthly bonuses with exceptional performance",IT/Software Development | Engineering - Telecom/Technology,Information Technology (IT) | Computer Science | REST API | NodeJS | Back End | Node.js | Software Development | Back-End | javaScript | RESTful | APIs | RESTful APIs | Git | Programming | MongoDB | HTML5 | Team Leadership | Telecom Engineering,https://wuzzuf.net/jobs/p/NBxm1lRFQJ5C-Senior-Back-End-Engineer-Node-High-Growth-Startup---Remote-Deal-Cairo-Egypt?o=105&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Deal-Saudi-Arabia-44227
Senior UI/UX Designer,Confidential Company,"Nasr City, Cairo, Egypt ",Posted 4 days ago,More than 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Creative/Design/Art | IT/Software Development | Engineering - Telecom/Technology,UX | UI | Computer Science | Design | Creative | Information Technology (IT) | Wireframe | Fine Arts | Adobe Photoshop | Telecom Engineering,https://wuzzuf.net/jobs/p/ZuYvLXWgHCQB-Senior-UIUX-Designer-Cairo-Egypt?o=106&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Confidential Company
Android Developer,RAQAMYAT,"Maadi, Cairo, Egypt ",Posted 13 hours ago,More than 4 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Computer Science | Android | API | coding | Crashlytics | Development | Firebase | Information Technology (IT) | Kotlin | Native | Software Development | Android Development | E-Marketing | UI,https://wuzzuf.net/jobs/p/PK2IisSeAL0U-Android-Developer-RAQAMYAT-Cairo-Egypt?o=107&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Raqmyat-17357
Full Stack .NET Developer,Luftborn,"Heliopolis, Cairo, Egypt ",Posted 13 hours ago,2 to 4 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,.Net | Full Stack Development | APIs | OOP | Angular | Azure | JavaScript | CSS | HTML | Information Technology (IT) | Software Development | Full Stack | Telecom Engineering | Computer Science | Design | English | Docker,https://wuzzuf.net/jobs/p/z4LYPUiIeLR8-Full-Stack-NET-Developer-Luftborn-Cairo-Egypt?o=108&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/The-New-Firm-Egypt-56206
Architecture Technical Engineer,Beverlyhills,"Shorouk City, Cairo, Egypt ",Posted 4 days ago,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Engineering - Construction/Civil/Architecture | Creative/Design/Art,3d max | 3D | Architecture | AutoCAD | Engineering | Microsoft Office | Information Technology (IT) | Computer Science,https://wuzzuf.net/jobs/p/a7vN4Yayz7s7-Architecture-Technical-Engineer-Beverlyhills-Cairo-Egypt?o=109&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/bevelyhills-Egypt-35451
Senior UX/UI Designer,Confidential Company,"Downtown, Cairo, Egypt ",Posted 5 days ago,More than 3 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Creative/Design/Art | IT/Software Development | Engineering - Telecom/Technology,Adobe XD | Balsamiq | Computer Science | Design | illustrator | Information Technology (IT) | photoshop | Software | UI | UI Design | UX | Sketch,https://wuzzuf.net/jobs/p/ojxhRDKwU63f-Senior-UXUI-Designer-Cairo-Egypt?o=110&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Confidential Company
Dynamic 365 Architect Technical Consultant - Cairo,ITS ,"Cairo, Egypt ",Posted 18 days ago,More than 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,CRM | Dynamics 365 | Information Technology (IT) | Microsoft dynamics 365 | Computer Science | SQL | Java,https://wuzzuf.net/jobs/p/AGe5uv4gLLAU-Dynamic-365-Architect-Technical-Consultant---Cairo-ITS-Cairo-Egypt?o=111&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/ITS-Egypt-29055
Wordpress/PHP Developer,Everlast,"Heliopolis, Cairo, Egypt ",Posted 3 days ago,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Creative/Design/Art | IT/Software Development | Engineering - Telecom/Technology,back-end | Computer Science | CSS | HTML | Information Technology (IT) | Software Development | Software Engineering | PHP | JavaScript | jQuery | Git | APIs | JSON | WordPress,https://wuzzuf.net/jobs/p/D7FRVl43EScF-WordpressPHP-Developer-Everlast-Cairo-Egypt?o=112&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Everlast-Egypt-65058
Front End Developer,Dafater,"Nasr City, Cairo, Egypt ",Posted 4 days ago,More than 3 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Front-End Development | OOP | JavaScript | Computer Science | Information Technology (IT) | Programming | Software Development | Vue | CSS | HTML | jQuery | Python,https://wuzzuf.net/jobs/p/JcN3rcvkSQ7h-Front-End-Developer-Dafater-Cairo-Egypt?o=113&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/BusinessClouds-Saudi-Arabia-27770
Database Administrator,El-Sewedy Electrometer,"6th of October, Giza, Egypt ",Posted 11 days ago,1 to 4 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,"Confidential, Medical & Social & Life Insurance - Monthly Or Annually Variable Incentive - Transportation Allowance",IT/Software Development | Engineering - Telecom/Technology,Linux | SQL | Oracle | Oracle RAC | Database Design | DBA | PL/SQL | Database | Computer Science | Information Technology (IT) | Design,https://wuzzuf.net/jobs/p/9HnyTMTYuPbc-Database-Administrator-El-Sewedy-Electrometer-Giza-Egypt?o=114&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/El-Sewedy-Electrometer-Egypt-23922
Lab Chemist,Target for Chemicals industry and trade,"Bourj Alarab, Alexandria, Egypt ",Posted 3 days ago,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,R&D/Science | Manufacturing/Production | Engineering - Other,Chemist | Chemical | Chemistry | Science | Quality Control | R&D | Lab,https://wuzzuf.net/jobs/p/V4cxdCW68e7O-Lab-Chemist-Target-for-Chemicals-industry-and-trade-Alexandria-Egypt?o=115&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Target-for-Chemicals-industry-and-trade-Egypt-67372
System Administrator,TurnDigital,"Maadi, Cairo, Egypt ",Posted 11 days ago,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,Information Technology (IT) | System Administration | Computer Science | MCSA | Security | Networks | LAN | Communication | Network | Cloud | WAN | Engineering | System Administrator | Azure | IT,https://wuzzuf.net/jobs/p/cneJXgBKZ3sC-System-Administrator-TurnDigital-Cairo-Egypt?o=116&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/TurnDigital-Egypt-22110
Software Tester / Quality Control Engineer (Nasr City),Confidential Company,"Nasr City, Cairo, Egypt ",Posted 12 days ago,More than 1 year,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,IT/Software Development | Quality | Engineering - Telecom/Technology,Quality Assurance | Quality Control | Engineering | Quality | SQL | Zephyr | Testing | Software Testing | Agile | Project Management | Information Systems | Information Technology (IT) | Computer Science | Computer Engineering | QA | Software | QC | Software Engineering | Troubleshooting | Test,https://wuzzuf.net/jobs/p/EJXNjC01b9mp-Software-Tester-Quality-Control-Engineer-Nasr-City-Cairo-Egypt?o=117&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Confidential Company
Core Banking Solution Support,Confidential Company,"Nasr City, Cairo, Egypt ",Posted 8 days ago,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Banking | Business Development | IT/Software Development,Banking | Computer Science | Core Banking | Engineering | Information Technology (IT),https://wuzzuf.net/jobs/p/u9dpu7Pf1oWk-Core-Banking-Solution-Support-Cairo-Egypt?o=118&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Confidential Company
Senior BI Developer,Softec Technologies,"Maadi, Cairo, Egypt ",Posted 17 days ago,5 to 7 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Information Technology (IT) | BI | #Software | SQL | Computer Science | OLAP | SSRS | SSAS | SSIS | Software Development | Development | Software Engineering | Testing | English | Communication skills,https://wuzzuf.net/jobs/p/eqZZEhIuiEiu-Senior-BI-Developer-Softec-Technologies-Cairo-Egypt?o=119&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Softec-international-Egypt-8897
Senior Java Developer (Backend - Banking),TRIMETIS,"Vienna, Austria ",Posted 8 days ago,More than 3 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Microservices | Java | Hibernate | Information Technology (IT) | Computer Science | Software Development | Software Engineering | Spring | SQL | Maven,https://wuzzuf.net/jobs/p/gSTs0yKk1pEI-Senior-Java-Developer-Backend---Banking-TRIMETIS-Vienna-Austria?o=120&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/TRIMETIS-Egypt-77031
Python Developer for Sports Statistics.,Fekra Technology Solutions and Construction,"Dokki, Giza, Egypt ",Posted 20 days ago,4 to 6 years,Experienced (Non-Manager),Bachelor's Degree,25000 to 35000 EGP Per Month,IT/Software Development | Engineering - Telecom/Technology,Computer Science | ETL | Python | SQL | Information Technology (IT),https://wuzzuf.net/jobs/p/d3zIKes35LZX-Python-Developer-for-Sports-Statistics-Fekra-Technology-Solutions-and-Construction-Giza-Egypt?o=121&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Fekra-Egypt-58894
Front End Engineer (Angular/Ionic) High Growth Startup,Deal,"Cairo, Egypt ",Posted 9 days ago,More than 2 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Front End | Information Technology (IT) | Software Engineering | Software Development | HTML | CSS | JS | SASS | Computer Science | Ionic | Ionic 4 | Cordova | Capacitor | Jira | javaScript | Angular | Telecom Engineering,https://wuzzuf.net/jobs/p/JtdXzfKbUOrz-Front-End-Engineer-AngularIonic-High-Growth-Startup-Deal-Cairo-Egypt?o=122&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Deal-Saudi-Arabia-44227
PHP Full Stack Developer (Laravel / Vue),IT-Gates,"Cairo, Egypt ",Posted 9 days ago,1 to 2 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Creative/Design/Art | IT/Software Development | Engineering - Telecom/Technology,Computer Science | CSS3 | Git | HTML5 | Information Technology (IT) | JavaScript | Laravel | MySQL | PHP | Software | Software Development | SQL,https://wuzzuf.net/jobs/p/seYN88VzhQtb-PHP-Full-Stack-Developer-Laravel-Vue-IT-Gates-Cairo-Egypt?o=123&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/IT-Gates-Egypt-31342
Technical Lead,Egabi FSI,"Sheraton, Cairo, Egypt ",Posted 9 days ago,More than 8 years,Manager ,Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Information Technology (IT) | Java | OOP | Computer Science | Development | Spring Boot | spring Framework | SOAP | REST | jBPM | SQL | Software Architecture | Financial Services | Angular | HTML | JavaScript | CSS3 | Software Development | Design | Engineering,https://wuzzuf.net/jobs/p/mVEvxBTSiUOI-Technical-Lead-Egabi-FSI-Cairo-Egypt?o=124&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/egabi-solution-Egypt-2056
Java Developer,Egabi FSI,"Sheraton, Cairo, Egypt ",Posted 9 days ago,More than 1 year,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Computer Science | Information Technology (IT) | Java | Software Development | ITI | SQL | OOP | Design | REST | SOAP | Spring | Web Development | Oracle PLSQL | Spring Boot | Oracle,https://wuzzuf.net/jobs/p/zOc15DlzbcLc-Java-Developer-Egabi-FSI-Cairo-Egypt?o=125&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/egabi-solution-Egypt-2056
Senior Odoo Consultant,Superior Business Solutions,"Nasr City, Cairo, Egypt ",Posted 13 days ago,2 to 10 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,Information Technology (IT) | Odoo | Consulting | Computer Science | ERP | English | Communication | computer,https://wuzzuf.net/jobs/p/TgXyxCv1sTFx-Senior-Odoo-Consultant-Superior-Business-Solutions-Cairo-Egypt?o=126&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Superior-Business-Solutions-United-Arab-Emirates-19788
Business Intelligence Manager - Cairo,Pyramid Poultry Co.,"New Cairo, Cairo, Egypt ",Posted 8 days ago,5 to 7 years,Manager ,Bachelor's Degree,Confidential,IT/Software Development | Analyst/Research | Engineering - Telecom/Technology,BI | Business Development | Computer Science | Power BI | Mathematics,https://wuzzuf.net/jobs/p/tGJ3TET2l1hJ-Business-Intelligence-Manager---Cairo-Pyramid-Poultry-Co-Cairo-Egypt?o=127&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Pyramid-Poultry-Co--Egypt-50882
Medical Devices Sales Representative,HITS Technologies ,"Nasr City, Cairo, Egypt ",Posted 5 hours ago,More than 1 year,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,"Confidential, Gym, Medical, and Social Insurance.",Medical/Healthcare | Sales/Retail | Pharmaceutical,Sales | Customer Service | Computer Science | Sales Skills | Sales Target | English | Computer Skills | Microsoft Office | Biomedical | Medical Devices Sales | Communication skills | Science,https://wuzzuf.net/jobs/p/1eFj3wUYQ1Ys-Medical-Devices-Sales-Representative-HITS-Technologies-Cairo-Egypt?o=128&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/HITS-Solutions-Egypt-3358
Cloud Engineer,34ML,"Heliopolis, Cairo, Egypt ",Posted 9 hours ago,0 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,"Confidential, Overtime Compensation, Social Insurance, Medical Insurance & Salary Raise",IT/Software Development | Engineering - Telecom/Technology,Software Development | Information Technology (IT) | MEAN Stack | Mobile Development | Objective-C | Software Design | Web Development | Web Design | BackEnd | BackEnd Development | JavaScript | Node.JS | Computer Engineering | Software Engineering | HTML5 | CSS3 | PHP | Laravel | Git | SQL | OOP | MVC | Image Recognition | Computer Science | Front-End | Servers | Troubleshooting | Engineering | Cloud | System Administration | AWS | DevOps | Computer | Code Versioning | Code | gcp,https://wuzzuf.net/jobs/p/l3xTXeO8A1e5-Cloud-Engineer-34ML-Cairo-Egypt?o=129&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/34way-Egypt-15979
Software Product Owner,Affsquare,"Sheraton, Cairo, Egypt ",Posted 10 hours ago,2 to 4 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Marketing/PR/Advertising | Project/Program Management,Computer Science | Confluence | Agile | Engineering | HTML | Information Technology (IT) | JIRA | Management | Product | Product Owner | Software | Software Development | Business Analysis | ERP Software | ERP Solutions | ERP System,https://wuzzuf.net/jobs/p/KhaLjahXFC71-Software-Product-Owner-Affsquare-Cairo-Egypt?o=130&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Affsquare-Egypt-45753
IT Specialist,Memaar Alashraaf,"New Cairo, Cairo, Egypt ",Posted 1 day ago,More than 2 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Installation/Maintenance/Repair | IT/Software Development,computer | Computer Engineering | Information Technology (IT) | CISSP | Communication | Computer Science | MCSE | Hardware | Installation | Software | IT,https://wuzzuf.net/jobs/p/w8IUCeIkwHA7-IT-Specialist-Memaar-Alashraaf-Cairo-Egypt?o=131&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Memaar-Alashraaf-Egypt-44274
Mobile Team Lead ( Android/ iOS ),Arabian Systems,"New Cairo, Cairo, Egypt ",Posted 1 day ago,6 to 12 years,Manager ,Not Specified,Confidential,IT/Software Development | Engineering - Telecom/Technology,Mobile | Android | iOS | Lead | Software Development | team lead | Computer Science | Swift | Software Engineering | Information Technology (IT),https://wuzzuf.net/jobs/p/2Px4HO70eXBc-Mobile-Team-Lead-Android-iOS-Arabian-Systems-Cairo-Egypt?o=132&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Arabian-Systems-Egypt-39379
Backend Developer,Caelum Egypt,"Dokki, Giza, Egypt ",Posted 1 day ago,More than 2 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Computer Engineering | Computer Science | Development | Engineering | front-end | Information Technology (IT) | MongoDB | Oracle | Software Development | Software Engineering | MySQL,https://wuzzuf.net/jobs/p/rf0jLMpAuobL-Backend-Developer-Caelum-Egypt-Giza-Egypt?o=133&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Caelum-Middle-East-Egypt-3522
Software Tester,Etisalat Egypt,"Maadi, Cairo, Egypt ",Posted 1 day ago,More than 2 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Quality | Engineering - Telecom/Technology,Computer Science | Automation | Information Technology (IT) | Science | Design | Quality Control | Software | Software Testing | Test case | Testing | test automation | ISTQB | Quality Assurance | Test | TaaS | Agile | Agile Software | testability | Innovation | UI/UX | System Integration | Unit Testing | Java | JavaScript | Python | Database | Python Scripting | HTML | crowdsourced | Smoketesting | performancetesting | sanitycheck | exploratory | automated,https://wuzzuf.net/jobs/p/qwUFf5pT1hRo-Software-Tester-Etisalat-Egypt-Cairo-Egypt?o=134&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Etisalat-Misr-Egypt-4219
DBA,Algoriza,"Cairo, Egypt ",Posted 1 day ago,More than 4 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Oracle | SQL | Engineering | Architecture | MongoDB | Computer Science | Information Technology (IT) | NoSQL | Telecom Engineering,https://wuzzuf.net/jobs/p/QlQKwIbeuZ0Q-DBA-Algoriza-Cairo-Egypt?o=135&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Algoriza-Egypt-58919
Sr. Backend Developer (NodeJs),Algoriza,"Cairo, Egypt ",Posted 1 day ago,More than 6 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Information Technology (IT) | Engineering | Software Engineering | Software Development | Science | Computer Science | NodeJS | APIs | Telecom Engineering,https://wuzzuf.net/jobs/p/oVvqGj4S1nMT-Sr-Backend-Developer-NodeJs-Algoriza-Cairo-Egypt?o=136&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Algoriza-Egypt-58919
Senior Mobile App Developer (Flutter ),Mentor Seven,"New Cairo, Cairo, Egypt ",Posted 2 days ago,More than 5 years,Experienced (Non-Manager),Bachelor's Degree,8000 to 12000 EGP Per Month,IT/Software Development | Engineering - Telecom/Technology,app | API | App Store | Computer Science | Github | Mobile Development | RESTful | Programming | Software | Software Development | flutter | Information Technology (IT) | Telecom Engineering,https://wuzzuf.net/jobs/p/yUbktYAhbj9y-Senior-Mobile-App-Developer-Flutter-Mentor-Seven-Cairo-Egypt?o=137&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/--83315
Systems Administrator,Nile University,"6th of October, Giza, Egypt ",Posted 9 days ago,More than 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Quality,Information Technology (IT) | Computer Science | Engineering | Linux | Maintenance | Software | SQL | Installation | MySQL | System Administration | Networks | VMWare | Networking | DNS | English,https://wuzzuf.net/jobs/p/8fYKKQUQWPcE-Systems-Administrator-Nile-University-Giza-Egypt?o=138&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Nile-University-Egypt-30674
Senior Android Developer,Confidential Company,"Dokki, Giza, Egypt ",Posted 14 days ago,3 to 8 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Android | Computer Science | Information Technology (IT) | JSON | MVC | OOP | Software Development | Software Engineering | Web Development | UI | Design | Telecom Engineering,https://wuzzuf.net/jobs/p/O09FmhnmPx0e-Senior-Android-Developer-Giza-Egypt?o=139&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Confidential Company
